,sampleid,sample.type,tumor.type,patientid,subtype,cancertype,tsne_0,tsne_1,tsne_2,umap_0,umap_1,umap_2
TCGA-AA-3660-01,TCGA.AA.3660.01A.01R.1723.07,01,COAD,,,,-52.88550943445271,11.947408011977556,-2.597169365145588,-6.234698754804181,-5.086181782026199,4.530322548411346
TCGA-AA-3660-11,TCGA.AA.3660.11A.01R.1723.07,11,COAD,,,,-52.20755782735932,7.148662927410242,2.1509310316253907,-5.9564694676240775,-5.360112923909392,4.9431830079643415
TCGA-AA-3662-01,TCGA.AA.3662.01A.01R.1723.07,01,COAD,,,,-53.746771616480636,13.467606442573292,-0.15638150426145708,-5.968774197956562,-5.261960654598943,4.274187727096784
TCGA-AA-3662-11,TCGA.AA.3662.11A.01R.1723.07,11,COAD,,,,-54.94328423463524,12.204318650470729,0.14241006463764044,-6.120731008273562,-5.444459523481444,4.35472694503429
TCGA-AA-3663-01,TCGA.AA.3663.01A.01R.1723.07,01,COAD,,,,-55.16115870688752,12.971064286669604,-0.11657374692049914,-6.056004763913707,-5.4152522545038035,4.394127119204243
TCGA-AA-3663-11,TCGA.AA.3663.11A.01R.1723.07,11,COAD,,,,-54.87907252572348,12.651855332521903,-0.13049979901311837,-6.055153408802512,-5.359736281510649,4.373592057209152
TCGA-AA-3675-01,TCGA.AA.3675.01A.02R.0905.07,01,COAD,,,,-51.4486688842534,9.862817320575232,6.910142576680614,-5.437517774131243,-5.324548658556624,4.723814927264191
TCGA-AA-3685-01,TCGA.AA.3685.01A.02R.A32Z.07,01,COAD,,,,-49.242934949012124,10.437456736256646,7.657853354617368,-5.261423869272962,-5.266556426148689,4.648230579017048
TCGA-AA-3697-01,TCGA.AA.3697.01A.01R.1723.07,01,COAD,,,,-53.70456002681154,8.665126829237028,-2.793368102591737,-6.234653529465206,-5.109209007668775,4.6896396532156075
TCGA-AA-3697-11,TCGA.AA.3697.11A.01R.1723.07,11,COAD,,,,-51.06121877625128,9.447419831209388,7.3952227018380965,-5.34142073266809,-5.325046024344197,4.753326621888869
TCGA-AA-3712-01,TCGA.AA.3712.01A.21R.1723.07,01,COAD,,,,-52.406149676621645,10.458541925736268,4.291502905415624,-5.750529978087959,-5.519567997806608,4.770879892094855
TCGA-AA-3712-11,TCGA.AA.3712.11A.01R.1723.07,11,COAD,,,,-56.6162492720474,12.753092840564554,0.30066467366723565,-6.014226241922726,-5.503484916563282,4.361790748971429
TCGA-AA-3713-01,TCGA.AA.3713.01A.21R.1723.07,01,COAD,,,,-49.477235300906514,6.6711893413661105,4.6754661439494845,-5.697521458487834,-5.153770183353738,4.957384744636628
TCGA-AA-3713-11,TCGA.AA.3713.11A.01R.1723.07,11,COAD,,,,-53.750454640163916,6.320315274434417,-0.4410907432157844,-6.143614618441264,-5.207147202839533,4.928837567185088
TCGA-AA-A01P-01,TCGA.AA.A01P.01A.21R.A083.07,01,COAD,,,,-57.579724285000246,12.482179596515701,4.19353897495037,-5.91628954850944,-5.509623883992921,4.619159425969143
TCGA-AA-A01X-01,TCGA.AA.A01X.01A.21R.A083.07,01,COAD,,,,-55.006291170221076,9.032600157028941,-3.5716934521004515,-6.353126912298584,-5.186329507146549,4.760192807981329
TCGA-AA-A01Z-01,TCGA.AA.A01Z.01A.11R.A083.07,01,COAD,,,,-56.35741192769535,7.336281620942015,-2.8771198801347837,-6.410389939518172,-5.2352787529388705,4.827474643688953
TCGA-AA-A02K-01,TCGA.AA.A02K.01A.03R.A32Y.07,01,COAD,,,,-57.05279056507793,6.9935657985663555,2.5244304412665777,-6.1659810742389185,-5.614581977071937,4.77272648123863
TCGA-AA-A02Y-01,TCGA.AA.A02Y.01A.43R.A32Y.07,01,COAD,,,,-52.99801020758377,5.9770045143805035,7.405663318939396,-5.647905388473902,-5.41026455369684,5.060678076282487
TCGA-AB-2803-03,TCGA.AB.2803.03A.01T.0734.13,03,LAML,,,,-56.17496378488666,8.731591305554641,2.6946543343058966,-6.061667834437081,-5.687735397134647,4.748428661640958
TCGA-AB-2805-03,TCGA.AB.2805.03A.01T.0734.13,03,LAML,,,,-54.200448297076974,5.2118845468478225,-1.7656903788216516,-6.201733092654217,-5.173431001425852,4.857153771547719
TCGA-AB-2806-03,TCGA.AB.2806.03A.01T.0734.13,03,LAML,,,,-54.067282437579294,5.405606014288848,-1.5519196145754455,-6.165655813871303,-5.228508479398936,4.981464671972329
TCGA-AB-2807-03,TCGA.AB.2807.03A.01T.0734.13,03,LAML,,,,-49.64816083937665,5.18320713918235,5.694567749636288,-5.814848841703843,-5.212915531620348,5.026818244271822
TCGA-AB-2808-03,TCGA.AB.2808.03A.01T.0734.13,03,LAML,,,,-58.75285489818593,9.590145987161703,-0.9019437184055602,-6.237153792527818,-5.626121625306149,4.5906263836744845
TCGA-AB-2810-03,TCGA.AB.2810.03A.01T.0736.13,03,LAML,,,,-58.398258176167694,13.339105767744844,-0.09484087535289283,-6.055489460119466,-5.515573710704605,4.467565699793326
TCGA-AB-2811-03,TCGA.AB.2811.03B.01T.0760.13,03,LAML,,,,-49.01944622317849,6.561236990289123,7.5873794229143545,-5.323331433211096,-5.192554228505782,5.019268239919449
TCGA-AB-2812-03,TCGA.AB.2812.03A.01T.0734.13,03,LAML,,,,-50.02793469712213,5.786770044952233,4.180639577656961,-5.739827618575139,-5.180146955445076,5.044011585539076
TCGA-AB-2813-03,TCGA.AB.2813.03A.01T.0736.13,03,LAML,,,,-54.90594469881378,7.3664494417592286,-2.988588094897118,-6.347612436860734,-5.203410323901911,4.824204028089006
TCGA-AB-2814-03,TCGA.AB.2814.03A.01T.0734.13,03,LAML,,,,-49.20742713966872,7.492069798407626,-1.027059323916415,-6.044052409648751,-5.133483977139711,4.752611277522696
TCGA-AB-2815-03,TCGA.AB.2815.03A.01T.0734.13,03,LAML,,,,-57.862858943387515,7.229254839220367,2.597918851214939,-5.9153391868521625,-5.4639546929228855,4.843809215716581
TCGA-AB-2816-03,TCGA.AB.2816.03A.01T.0734.13,03,LAML,,,,-56.96293254832945,12.675053780280203,0.4448264078542554,-6.023001567392762,-5.498969677062396,4.442836207653012
TCGA-AB-2817-03,TCGA.AB.2817.03A.01T.0736.13,03,LAML,,,,-58.685975151353155,9.622262784979592,1.9403400524123569,-6.12241436051573,-5.668831738264918,4.594246794044035
TCGA-AB-2818-03,TCGA.AB.2818.03A.01T.0734.13,03,LAML,,,,-56.325040223732906,7.077809984877036,-0.5685636286926513,-6.273352229140664,-5.33010940561723,4.903006854439978
TCGA-AB-2819-03,TCGA.AB.2819.03A.01T.0734.13,03,LAML,,,,-56.38655831525918,7.83416314998585,0.7972464347020617,-6.15486929011885,-5.470251934111531,4.799028448740031
TCGA-AB-2820-03,TCGA.AB.2820.03A.01T.0735.13,03,LAML,,,,-54.35142674316045,7.813636953537975,5.459087574748652,-5.86170159880536,-5.6072434668546,4.875191995282064
TCGA-AB-2821-03,TCGA.AB.2821.03A.01T.0735.13,03,LAML,,,,-58.86932331508216,9.452247582355918,-0.873265908712484,-6.265421464717474,-5.6228485444402425,4.686522219306762
TCGA-AB-2822-03,TCGA.AB.2822.03A.01T.0734.13,03,LAML,,,,-51.24316227064653,5.7197228324298335,7.62277163284696,-5.579839170290036,-5.433415576679441,5.079345335519485
TCGA-AB-2823-03,TCGA.AB.2823.03A.01T.0736.13,03,LAML,,,,-57.534028174399765,6.950389600593034,2.7077797037960583,-6.08356768596974,-5.607801938405189,4.780357855556871
TCGA-AB-2824-03,TCGA.AB.2824.03A.01T.0736.13,03,LAML,,,,-51.863859758704415,11.87788789501863,-2.080088770629142,-6.1415274571941065,-5.022257264382811,4.531048204862659
TCGA-AB-2825-03,TCGA.AB.2825.03A.01T.0736.13,03,LAML,,,,-51.137678387155105,10.862729750340744,-0.7917366986359229,-6.019871008824712,-5.033534404375685,4.600052289293591
TCGA-AB-2826-03,TCGA.AB.2826.03A.01T.0734.13,03,LAML,,,,-49.63845868899217,11.364427485497684,0.7759958253109975,-5.8100354310849855,-5.127360938855726,4.608359489197487
TCGA-AB-2828-03,TCGA.AB.2828.03A.01T.0734.13,03,LAML,,,,-52.42968773767037,13.238493252161875,4.365114019533992,-5.724664579899676,-5.4683969945400435,4.691437835513477
TCGA-AB-2830-03,TCGA.AB.2830.03A.01T.0736.13,03,LAML,,,,-52.9464336735588,14.974627257069804,2.5449936876430153,-5.616717693140738,-5.2741854837499735,4.497837200275805
TCGA-AB-2832-03,TCGA.AB.2832.03A.01T.0736.13,03,LAML,,,,-47.865217226395934,8.251878492295402,8.433043631703981,-5.236444831496083,-5.0925082671553525,4.9508003575646855
TCGA-AB-2833-03,TCGA.AB.2833.03A.01T.0734.13,03,LAML,,,,-32.50263880111767,4.364598658426859,4.584255692234509,-3.99758438308797,-3.979606877095256,4.907510751124313
TCGA-AB-2834-03,TCGA.AB.2834.03A.01T.0734.13,03,LAML,,,,-80.317264089685,-1.6319222722413278,-11.980550088493178,-8.851924366689117,-2.9395365987410216,-8.061037175920157
TCGA-AB-2835-03,TCGA.AB.2835.03A.01T.0736.13,03,LAML,,,,-49.15684278534701,12.853534256979726,2.4322485982897337,-5.4609991184438575,-5.174972355408395,4.470343607118081
TCGA-AB-2836-03,TCGA.AB.2836.03A.01T.0736.13,03,LAML,,,,-49.976059877287966,12.453160716365062,0.27248074239867925,-5.7345205982516925,-5.085313361977631,4.510913873979216
TCGA-AB-2837-03,TCGA.AB.2837.03A.01T.0736.13,03,LAML,,,,-52.11316219502687,5.568544016800056,0.3675527339661852,-6.041891833578321,-5.1866791192363015,4.940839249036863
TCGA-AB-2838-03,TCGA.AB.2838.03A.01T.0736.13,03,LAML,,,,-50.0523901481155,12.849028743579604,0.018714727020064256,-5.75724335185065,-5.046179017060845,4.437149022757429
TCGA-AB-2839-03,TCGA.AB.2839.03A.01T.0734.13,03,LAML,,,,-53.65456722813571,7.109362675624214,-1.3238383262983133,-6.274093469780267,-5.1813635074583795,4.862562348417968
TCGA-AB-2840-03,TCGA.AB.2840.03A.01T.0734.13,03,LAML,,,,-49.877133880435586,13.086382521723095,-0.15910244608555707,-5.786585409276459,-5.077762583803,4.428834446339184
TCGA-AB-2841-03,TCGA.AB.2841.03B.01T.0760.13,03,LAML,,,,-51.75162239730027,10.531137973288484,-0.9485333497705116,-6.124962703458505,-5.025596211047824,4.584363886597531
TCGA-AB-2842-03,TCGA.AB.2842.03A.01T.0734.13,03,LAML,,,,-52.378341999111214,8.56828788223505,-1.4657674803899745,-6.043643466436966,-5.135084086376884,4.790393528642498
TCGA-AB-2843-03,TCGA.AB.2843.03A.01T.0736.13,03,LAML,,,,-51.72271021979516,8.224202262322729,7.2929931067613385,-5.579265176078031,-5.424971891784682,4.976419121898961
TCGA-AB-2844-03,TCGA.AB.2844.03A.01T.0736.13,03,LAML,,,,-52.62212828490259,5.945617936021961,0.9800874122354852,-5.945138447339186,-5.2771843714400415,5.003682656566241
TCGA-AB-2845-03,TCGA.AB.2845.03B.01T.0748.13,03,LAML,,,,-57.61299126018658,9.659690490881722,-0.1510607146455492,-6.23941550453311,-5.542306637562891,4.653561570466696
TCGA-AB-2846-03,TCGA.AB.2846.03A.01T.0736.13,03,LAML,,,,-52.53754243817406,8.479025327700391,-2.880787481495815,-6.2159291277928945,-5.15097489706587,4.791063837587663
TCGA-AB-2847-03,TCGA.AB.2847.03A.01T.0736.13,03,LAML,,,,-51.13500966064422,10.830820859194386,-0.1477944189156137,-5.975536954417136,-5.111415383326271,4.6028917877968425
TCGA-AB-2848-03,TCGA.AB.2848.03A.01T.0736.13,03,LAML,,,,-57.55664563191384,13.16178870756574,-0.07772564373028791,-6.048704852878259,-5.498189693238182,4.453546570604304
TCGA-AB-2849-03,TCGA.AB.2849.03A.01T.0734.13,03,LAML,,,,-48.429047346045444,9.788620201463395,8.074279228595056,-5.340882637580689,-5.227107543591492,4.75808863606417
TCGA-AB-2851-03,TCGA.AB.2851.03A.01T.0736.13,03,LAML,,,,-49.22748787916285,13.41571709141427,0.18614357724542305,-5.762635582977364,-5.063784004844443,4.456624797195027
TCGA-AB-2853-03,TCGA.AB.2853.03A.01T.0734.13,03,LAML,,,,-53.23073721114452,11.597964063863662,-2.513290611169909,-6.241957535567795,-5.0702177497839305,4.498011027108521
TCGA-AB-2854-03,TCGA.AB.2854.03A.01T.0734.13,03,LAML,,,,-54.61566369157624,5.082409736858149,-0.005358866854295566,-6.06917996214697,-5.228238345136372,5.03276356744851
TCGA-AB-2855-03,TCGA.AB.2855.03A.01T.0736.13,03,LAML,,,,-56.015365152703666,8.576087727612965,4.496977471072622,-5.966218195165507,-5.685350632272935,4.7506525694392945
TCGA-AB-2856-03,TCGA.AB.2856.03A.01T.0736.13,03,LAML,,,,-55.82319816659219,9.97763636552715,-3.273338866269681,-6.323476261089092,-5.206361180296177,4.787090151762136
TCGA-AB-2857-03,TCGA.AB.2857.03A.01T.0736.13,03,LAML,,,,-50.37244138930624,5.297353196182039,4.1045294041561045,-5.772866786822467,-5.173023568662439,5.011845359393753
TCGA-AB-2858-03,TCGA.AB.2858.03A.01T.0736.13,03,LAML,,,,-53.95516453279399,14.081154245458356,-1.154592900308701,-5.998323596040332,-5.299524130497602,4.324678064712292
TCGA-AB-2859-03,TCGA.AB.2859.03A.01T.0736.13,03,LAML,,,,-52.87654570650501,11.512588308400257,2.634001270932088,-5.791250696729014,-5.4121061256530805,4.527158802553284
TCGA-AB-2860-03,TCGA.AB.2860.03A.01T.0736.13,03,LAML,,,,-50.47589566553918,13.034320607797861,-0.6289540581892734,-5.859728716302958,-5.064693133679198,4.452602755242909
TCGA-AB-2861-03,TCGA.AB.2861.03A.01T.0736.13,03,LAML,,,,-55.45815120777161,8.557432380128656,3.456550275798453,-5.998989780008768,-5.689795024919578,4.8014078470718236
TCGA-AB-2862-03,TCGA.AB.2862.03A.01T.0736.13,03,LAML,,,,-56.138082626943806,7.914549488087385,-2.593158307688311,-6.385671623809801,-5.251068771393317,4.7710108513467535
TCGA-AB-2863-03,TCGA.AB.2863.03A.01T.0734.13,03,LAML,,,,-56.136542888140006,8.3856004255978,-4.4474997822974,-6.339080186875771,-5.211178027954886,4.7943579626261394
TCGA-AB-2865-03,TCGA.AB.2865.03A.01T.0736.13,03,LAML,,,,-53.01050433497215,7.681138259429006,6.73753816962637,-5.701873174512058,-5.5065787298493385,4.934630573121066
TCGA-AB-2866-03,TCGA.AB.2866.03A.01T.0736.13,03,LAML,,,,-51.882230344197275,6.734707564003311,2.8509593028761824,-5.842716255362748,-5.30494240280437,5.049240520514874
TCGA-AB-2867-03,TCGA.AB.2867.03A.01T.0734.13,03,LAML,,,,-53.74630632744193,7.045015757538766,7.153364258568954,-5.627627404656953,-5.550288357577952,5.039070203136155
TCGA-AB-2868-03,TCGA.AB.2868.03A.01T.0736.13,03,LAML,,,,-53.84961341632567,7.738001466304061,6.089502280637751,-5.859902847898545,-5.6452700936909785,4.838148161832771
TCGA-AB-2869-03,TCGA.AB.2869.03A.01T.0735.13,03,LAML,,,,-49.44912288870096,5.674031434578571,6.144008503804934,-5.547346839520375,-5.223250630110279,5.0590956469713335
TCGA-AB-2870-03,TCGA.AB.2870.03A.01T.0735.13,03,LAML,,,,-49.349424576315876,6.2207648476648725,7.154197042249727,-5.299089698809638,-5.142241418719968,5.014361832837492
TCGA-AB-2871-03,TCGA.AB.2871.03A.01T.0735.13,03,LAML,,,,-51.596751129277386,10.35122003776216,-0.6141096820879329,-6.031952757159656,-5.085388306426282,4.678980457541055
TCGA-AB-2872-03,TCGA.AB.2872.03A.01T.0735.13,03,LAML,,,,-55.97985008503572,8.943677792365945,1.2544492246392156,-6.107976830800205,-5.5346375495564,4.701067728909875
TCGA-AB-2873-03,TCGA.AB.2873.03A.01T.0735.13,03,LAML,,,,-51.99058938491832,12.029649739463105,3.3547629476905274,-5.684231242153296,-5.371874316548536,4.553028727597889
TCGA-AB-2874-03,TCGA.AB.2874.03A.01T.0735.13,03,LAML,,,,-50.499268812972424,10.208150956181692,7.14142577946156,-5.308840036767196,-5.280498853498291,4.708935073635496
TCGA-AB-2875-03,TCGA.AB.2875.03A.01T.0735.13,03,LAML,,,,-55.364161260342364,7.012768954745483,-0.7189410160061686,-6.155383834432173,-5.336858034777699,4.959188629387658
TCGA-AB-2877-03,TCGA.AB.2877.03A.01T.0735.13,03,LAML,,,,-58.08663579810655,7.202115644861413,2.5361779088310312,-6.053018708520566,-5.540584803482515,4.746259856803445
TCGA-AB-2879-03,TCGA.AB.2879.03A.01T.0735.13,03,LAML,,,,-56.98507004210762,10.721740497657585,4.736233028652966,-5.867860668064879,-5.581163443172313,4.497456429527862
TCGA-AB-2880-03,TCGA.AB.2880.03A.01T.0735.13,03,LAML,,,,-50.68854191444826,6.292551238550409,5.293410389756461,-5.794632058540588,-5.296084195531943,5.00176547829402
TCGA-AB-2881-03,TCGA.AB.2881.03A.01T.0735.13,03,LAML,,,,-58.116927455683836,13.182838840473325,2.822679582158968,-5.8286578819093355,-5.503528250216685,4.601548315530782
TCGA-AB-2882-03,TCGA.AB.2882.03A.01T.0740.13,03,LAML,,,,-50.04017965202575,5.409855909395979,1.2857874400586577,-5.887438858576259,-5.164550635183534,4.946692662239519
TCGA-AB-2884-03,TCGA.AB.2884.03A.01T.0735.13,03,LAML,,,,-52.15097894417953,5.068039032695959,-0.8061891009284141,-6.041097127888842,-5.185098405551264,4.966415073596143
TCGA-AB-2885-03,TCGA.AB.2885.03A.01T.0735.13,03,LAML,,,,-56.83548025187106,7.409316728602498,-2.983008903186554,-6.378571300679715,-5.210335137887206,4.7942410290658595
TCGA-AB-2886-03,TCGA.AB.2886.03A.01T.0735.13,03,LAML,,,,-56.48790264561124,8.393639374759038,-2.5481983032077773,-6.305997933563335,-5.191582903220789,4.716969426667411
TCGA-AB-2887-03,TCGA.AB.2887.03A.01T.0735.13,03,LAML,,,,-55.122455788556735,14.259959622963317,0.6338941007364279,-5.964002825865906,-5.374266778822128,4.357050612396374
TCGA-AB-2888-03,TCGA.AB.2888.03B.01T.0748.13,03,LAML,,,,-53.596133098162404,6.1317028999045275,0.2569459818058225,-6.1044051571155,-5.22048517305524,4.987311258825945
TCGA-AB-2889-03,TCGA.AB.2889.03A.01T.0735.13,03,LAML,,,,-51.5054350780812,6.422666045723298,0.553673520050969,-5.98851896878867,-5.264419305866093,4.905536884372718
TCGA-AB-2890-03,TCGA.AB.2890.03A.01T.0735.13,03,LAML,,,,-53.739963144028884,5.643461236779629,2.0774721691468647,-6.0578352271369,-5.294208291902071,5.035440982189778
TCGA-AB-2891-03,TCGA.AB.2891.03A.01T.0735.13,03,LAML,,,,-54.2314610233685,13.030663849401396,-0.5998383716137853,-6.050266390800507,-5.327665798320102,4.339300556710804
TCGA-AB-2895-03,TCGA.AB.2895.03A.01T.0735.13,03,LAML,,,,-52.84599588313893,7.849960846967205,6.4830774054650675,-5.7314280476757835,-5.5188870481811625,4.924505930222389
TCGA-AB-2896-03,TCGA.AB.2896.03B.01T.0751.13,03,LAML,,,,-55.45407055843367,6.688457670738404,0.2888935633938273,-6.087106098087639,-5.227627939019844,5.024868014405151
TCGA-AB-2897-03,TCGA.AB.2897.03A.01T.0735.13,03,LAML,,,,-57.642386501267325,7.627154122309609,-0.6757933782456498,-6.321718450360306,-5.468443739030843,4.7395521368723035
TCGA-AB-2898-03,TCGA.AB.2898.03A.01T.0735.13,03,LAML,,,,-54.88507282466562,6.906581544812759,-2.96823820483905,-6.316933836893583,-5.202683936033406,4.815490821642431
TCGA-AB-2899-03,TCGA.AB.2899.03A.01T.0736.13,03,LAML,,,,-56.44589181878287,7.850501325844937,0.8995825639216134,-6.155330352347017,-5.446523716852805,4.807909539422573
TCGA-AB-2900-03,TCGA.AB.2900.03A.01T.0735.13,03,LAML,,,,-48.2707344132016,12.251303520150417,1.9212402558267083,-5.260938125763213,-5.102141945004405,4.574592780544526
TCGA-AB-2901-03,TCGA.AB.2901.03A.01T.0735.13,03,LAML,,,,17.015132284116294,0.5196072529512651,22.618905626380936,-1.1558794169907902,0.1822989370465966,-6.1498263829751725
TCGA-AB-2903-03,TCGA.AB.2903.03A.01T.0734.13,03,LAML,,,,17.14329258995557,-0.7464923711111897,23.322449232849717,-1.2535539737275265,0.22464051799719562,-6.086801067474916
TCGA-AB-2904-03,TCGA.AB.2904.03A.01T.0734.13,03,LAML,,,,16.607626542597668,0.21513845874530388,22.1311983556873,-1.1982720216635379,0.2287111546954326,-6.118875975849988
TCGA-AB-2908-03,TCGA.AB.2908.03A.01T.0740.13,03,LAML,,,,17.30813899102687,-1.0507322160274244,23.455499198828743,-1.2253167778517837,0.24812147594741205,-6.137791659243709
TCGA-AB-2909-03,TCGA.AB.2909.03A.01T.0744.13,03,LAML,,,,16.331274468301054,-1.0718544585839171,23.156463327624476,-1.222089164939722,0.25286346119685,-6.11701362520406
TCGA-AB-2910-03,TCGA.AB.2910.03A.01T.0740.13,03,LAML,,,,15.52800564596886,-0.38772338696852826,22.959054585722896,-1.2157554712593919,0.237336399445493,-6.129749646453137
TCGA-AB-2911-03,TCGA.AB.2911.03A.01T.0734.13,03,LAML,,,,15.507705610922311,-0.6562437579532352,22.02046582503833,-1.2015401509800183,0.2408735838535451,-6.120459697436782
TCGA-AB-2912-03,TCGA.AB.2912.03A.01T.0734.13,03,LAML,,,,15.684578592545506,-0.5131375616914414,22.95706565306193,-1.2141401872589388,0.23593862133797705,-6.118596163893217
TCGA-AB-2913-03,TCGA.AB.2913.03A.01T.0734.13,03,LAML,,,,16.313228835510156,-1.1561992771706915,23.391180310389093,-1.2468986888331652,0.24710007588622343,-6.073580480982941
TCGA-AB-2914-03,TCGA.AB.2914.03A.01T.0734.13,03,LAML,,,,16.45362408395449,-1.0802212527707835,21.818782969461566,-1.1816480799334474,0.2123066780232146,-6.1741789294959615
TCGA-AB-2915-03,TCGA.AB.2915.03A.01T.0740.13,03,LAML,,,,16.30574801717339,-0.2781549812458785,21.979043633603702,-1.2084582676628797,0.23425743535904858,-6.132130506050216
TCGA-AB-2916-03,TCGA.AB.2916.03A.01T.0734.13,03,LAML,,,,16.227856279352395,-1.2593061356326063,21.59722784304472,-1.2122928502408956,0.2395403106072313,-6.1317982542001985
TCGA-AB-2917-03,TCGA.AB.2917.03A.01T.0734.13,03,LAML,,,,16.98146678661662,-0.42887581789590384,23.3893243463004,-1.2128240442802833,0.24619952262005126,-6.09470005913395
TCGA-AB-2918-03,TCGA.AB.2918.03A.01T.0740.13,03,LAML,,,,16.112525058522152,-0.9631877417878263,22.54151977003467,-1.2194387258181432,0.24462252034618456,-6.142926929036272
TCGA-AB-2919-03,TCGA.AB.2919.03A.01T.0740.13,03,LAML,,,,16.85046151547709,0.3100687015084979,22.407273848443722,-1.1816154673872166,0.2395870990791186,-6.102175440891585
TCGA-AB-2920-03,TCGA.AB.2920.03B.01T.0760.13,03,LAML,,,,14.510931861049398,-2.1980435052127665,23.35014784947713,-1.212665089148954,0.2609218994869209,-6.102791493839248
TCGA-AB-2921-03,TCGA.AB.2921.03A.01T.0740.13,03,LAML,,,,17.596404998216165,-0.46450266731741574,22.28075349289144,-1.2215703685718464,0.24533191667262486,-6.147723195011883
TCGA-AB-2924-03,TCGA.AB.2924.03A.01T.0740.13,03,LAML,,,,17.295117516677372,-0.3004603855046969,22.446494744268538,-1.250069749943771,0.2707639296900775,-6.15010841613189
TCGA-AB-2925-03,TCGA.AB.2925.03A.01T.0735.13,03,LAML,,,,17.017774158150512,-0.5265824337170674,22.863415312764758,-1.2352593320068768,0.26111736278121356,-6.1372128356843785
TCGA-AB-2927-03,TCGA.AB.2927.03A.01T.0740.13,03,LAML,,,,16.41954669234151,0.16902527285534527,22.132608879070915,-1.2206590892397646,0.22875515309483976,-6.147003534559045
TCGA-AB-2928-03,TCGA.AB.2928.03A.01T.0740.13,03,LAML,,,,15.632159724150549,-1.3411549272532581,22.08218177047186,-1.1810154915785471,0.28253752888450334,-6.079421424950237
TCGA-AB-2929-03,TCGA.AB.2929.03A.01T.0735.13,03,LAML,,,,16.262553593485354,-1.4964362022224005,23.27490019477779,-1.2383287176751625,0.2659126442108831,-6.122224309407722
TCGA-AB-2930-03,TCGA.AB.2930.03A.01T.0740.13,03,LAML,,,,17.379321267832108,0.006235100518431349,22.592771548639245,-1.1900044477272493,0.2088820552228846,-6.135991272561972
TCGA-AB-2931-03,TCGA.AB.2931.03A.01T.0740.13,03,LAML,,,,17.455378791327888,0.15386099486073318,22.686035821132368,-1.2049281518174122,0.21394379732024535,-6.123998594393012
TCGA-AB-2932-03,TCGA.AB.2932.03A.01T.0740.13,03,LAML,,,,17.07403332562101,0.138379506847482,22.322218778516717,-1.2122425081807497,0.2300677567356256,-6.142502046133434
TCGA-AB-2933-03,TCGA.AB.2933.03A.01T.0734.13,03,LAML,,,,15.862561467794727,-1.5216252367922443,22.347865641892593,-1.1757348932263059,0.290744363448821,-6.116967004885285
TCGA-AB-2934-03,TCGA.AB.2934.03A.01T.0740.13,03,LAML,,,,17.25940873687499,-0.6915802939651706,22.053041036236888,-1.217676257034828,0.237302820322776,-6.147030219188798
TCGA-AB-2935-03,TCGA.AB.2935.03A.01T.0740.13,03,LAML,,,,16.72613284948157,0.028427074667656753,22.662357439592874,-1.198085469736433,0.24615553005400942,-6.0927784455234235
TCGA-AB-2936-03,TCGA.AB.2936.03A.01T.0740.13,03,LAML,,,,14.542098408491496,-2.1445975283757543,23.319342131240617,-1.2203030870320075,0.24549165701782755,-6.121677056028065
TCGA-AB-2937-03,TCGA.AB.2937.03A.01T.0734.13,03,LAML,,,,17.652718860882633,-1.2269779447658329,23.52844975170347,-1.2102434845387418,0.24025899759064612,-6.122100893050852
TCGA-AB-2938-03,TCGA.AB.2938.03A.01T.0736.13,03,LAML,,,,15.559428538980717,-0.5721109032385258,22.285749258433228,-1.1575735359830197,0.19669037580474108,-6.06772172669454
TCGA-AB-2939-03,TCGA.AB.2939.03A.01T.0740.13,03,LAML,,,,16.08132761500852,-0.8593745207895529,23.20570419790356,-1.2099769642508431,0.24815663194200852,-6.073006056043551
TCGA-AB-2940-03,TCGA.AB.2940.03A.01T.0736.13,03,LAML,,,,16.229538177227216,-1.1485185566200522,22.8706594813631,-1.2136183641386877,0.2479356743098878,-6.1114633382666055
TCGA-AB-2941-03,TCGA.AB.2941.03A.01T.0740.13,03,LAML,,,,15.913143704631036,-0.5433603797389329,22.573461862674325,-1.1934496693523635,0.2307409255310845,-6.0968231535285
TCGA-AB-2942-03,TCGA.AB.2942.03A.01T.0734.13,03,LAML,,,,15.993193473502865,-0.49812810655932643,22.192981936900427,-1.2296394404407947,0.25608493754785755,-6.152633775477811
TCGA-AB-2943-03,TCGA.AB.2943.03A.01T.0740.13,03,LAML,,,,17.13110700726797,0.015576419109677669,22.08403630909481,-1.2122830983070552,0.23579020502127623,-6.146258912658375
TCGA-AB-2944-03,TCGA.AB.2944.03A.01T.0740.13,03,LAML,,,,17.03224549501264,-0.6214955440240671,22.987623439993694,-1.2092066152007923,0.2684166864288397,-6.0850707792253305
TCGA-AB-2946-03,TCGA.AB.2946.03A.01T.0740.13,03,LAML,,,,16.19419916541776,-1.1858218908654916,23.794818801462387,-1.2339791778107025,0.2565796984710223,-6.091063205910175
TCGA-AB-2948-03,TCGA.AB.2948.03A.01T.0740.13,03,LAML,,,,16.52423974053581,-0.6573432094497583,22.107855622941777,-1.2069665663493827,0.2283621790338496,-6.127172568132214
TCGA-AB-2949-03,TCGA.AB.2949.03B.01T.0748.13,03,LAML,,,,17.407924032414023,-1.0608837471343473,23.4111806488694,-1.2238454934492256,0.25318267014529916,-6.119202998223406
