,sampleid,sample.type,tumor.type,patientid,subtype,cancertype,tsne_0,tsne_1,tsne_2,umap_0,umap_1,umap_2
TCGA-28-5220-01,TCGA.28.5220.01A.01R.1850.01,01,GBM,TCGA-28-5220,IDH wild-type,Glioma,28.83421466605968,27.25273986456246,-2.135697154009849,13.65989304872756,0.6073971556063975,0.08623532380594806
TCGA-32-2616-01,TCGA.32.2616.01A.01R.1850.01,01,GBM,TCGA-32-2616,IDH wild-type,Glioma,27.985538639705688,24.800015209843735,-9.607266140305276,13.352532104479932,0.34560845257394257,0.33653149176589114
TCGA-06-0168-01,TCGA.06.0168.01A.01R.1849.01,01,GBM,TCGA-06-0168,IDH wild-type,Glioma,31.383424818013903,26.7506818787852,-5.629476226816351,13.451506065232515,0.6472950052791955,0.006399221584724014
TCGA-02-0047-01,TCGA.02.0047.01A.01R.1849.01,01,GBM,TCGA-02-0047,TP53 mutations,Glioma,31.333679953136265,25.767098440744864,-1.7308744349007115,13.690921242404146,0.8746493272460449,0.08827274585192099
TCGA-12-3653-01,TCGA.12.3653.01A.01R.1849.01,01,GBM,TCGA-12-3653,IDH wild-type,Glioma,25.01566863011443,25.78369212234874,-7.67977799375506,13.378159128489663,0.1425719783450174,0.4499721341291996
TCGA-06-0157-01,TCGA.06.0157.01A.01R.1849.01,01,GBM,TCGA-06-0157,IDH wild-type,Glioma,26.82890073888435,23.561131454377374,-6.947467142897428,13.412009195761549,0.4982545887207037,0.3686295292654496
TCGA-02-2485-01,TCGA.02.2485.01A.01R.1849.01,01,GBM,TCGA-02-2485,IDH wild-type,Glioma,28.634351955404743,25.325674025715333,-2.412691621750062,13.691780937154356,0.703010498741504,0.15997958665638742
TCGA-12-0619-01,TCGA.12.0619.01A.01R.1849.01,01,GBM,TCGA-12-0619,IDH wild-type,Glioma,28.678699196590465,29.365524364975506,-6.271216586817247,13.581030575624489,0.1494474695996666,0.08855111085960722
TCGA-06-2569-01,TCGA.06.2569.01A.01R.1849.01,01,GBM,TCGA-06-2569,IDH wild-type,Glioma,3.6120374862034903,9.570100002284345,2.8298156031992723,0.27366896707366467,0.5898096442300708,2.3007335180386193
TCGA-06-0211-02,TCGA.06.0211.02A.02R.2005.01,02,GBM,TCGA-06-0211,IDH wild-type,Glioma,28.037288928719754,27.838134066399196,-6.243475213080818,13.554267196481893,0.18760190398360738,0.14598731320278374
TCGA-32-2632-01,TCGA.32.2632.01A.01R.1850.01,01,GBM,TCGA-32-2632,IDH wild-type,Glioma,28.336996495581207,26.712174626928785,-4.136238076095866,13.65797535116169,0.49058149930852746,0.09688695712325594
TCGA-06-0152-02,TCGA.06.0152.02A.01R.2005.01,02,GBM,TCGA-06-0152,IDH wild-type,Glioma,27.92783597165642,27.194034337188317,-5.749030686669827,13.536582745649808,0.21182936340897687,0.20428885730434676
TCGA-06-5413-01,TCGA.06.5413.01A.01R.1849.01,01,GBM,TCGA-06-5413,IDH wild-type,Glioma,29.062075551410533,28.48739628452901,-4.592582939100393,13.613163095993508,0.29188046678864094,0.09362140657009056
TCGA-06-5408-01,TCGA.06.5408.01A.01R.1849.01,01,GBM,TCGA-06-5408,IDH wild-type,Glioma,28.274717487195478,25.953620315098764,-7.728984136279005,13.355931641663133,0.39035854538780546,0.30625946937089876
TCGA-06-5417-01,TCGA.06.5417.01A.01R.1849.01,01,GBM,TCGA-06-5417,TP53 mutations,Glioma,33.97354503047811,18.731891452003257,4.412296874529915,13.8096255447085,1.7624850341514773,0.2032206436283994
TCGA-14-0736-02,TCGA.14.0736.02A.01R.2005.01,02,GBM,TCGA-14-0736,IDH wild-type,Glioma,32.39071413458103,27.354131494434696,-4.196726771923931,13.493545609417163,0.7109910995571427,-0.024093157394000548
TCGA-28-1747-01,TCGA.28.1747.01C.01R.1850.01,01,GBM,TCGA-28-1747,IDH wild-type,Glioma,29.326876028354743,25.042557618906574,-3.8058452724806657,13.647664511160968,0.6639962153248861,0.08754486855437482
TCGA-12-0618-01,TCGA.12.0618.01A.01R.1849.01,01,GBM,TCGA-12-0618,most upregulate TERT,Glioma,30.83799508482617,24.784770884982187,-1.334611763057261,13.759104210781292,0.8586916869961022,0.06343985676624732
TCGA-06-2557-01,TCGA.06.2557.01A.01R.1849.01,01,GBM,TCGA-06-2557,IDH wild-type,Glioma,28.559569148940934,25.033801854814268,-4.379342082360377,13.649550175560103,0.5644636135326936,0.08158369724224777
TCGA-15-1444-01,TCGA.15.1444.01A.02R.1850.01,01,GBM,TCGA-15-1444,TP53 mutations,Glioma,34.164734656886154,22.25562467738341,4.590735675515267,14.121138039978064,1.6844847004282772,-0.054556767015104334
TCGA-76-4929-01,TCGA.76.4929.01A.01R.1850.01,01,GBM,TCGA-76-4929,IDH wild-type,Glioma,30.750956770574387,26.925790360605443,-8.198940412446316,13.323743148376444,0.3908294036570891,0.12828644489001428
TCGA-06-0174-01,TCGA.06.0174.01A.01R.1849.01,01,GBM,TCGA-06-0174,most upregulate TERT,Glioma,30.864608026619766,24.759531566822417,-1.4471105402016669,13.717543373594555,0.936897548848701,0.12950035869523563
TCGA-06-2562-01,TCGA.06.2562.01A.01R.1849.01,01,GBM,TCGA-06-2562,IDH wild-type,Glioma,27.491865592954763,27.58067545410343,-6.044277612286952,13.552489061134589,0.14239233217782474,0.18085926606437147
TCGA-32-1982-01,TCGA.32.1982.01A.01R.1850.01,01,GBM,TCGA-32-1982,IDH wild-type,Glioma,28.52410679265301,25.576068943424104,-7.006410051722561,13.338725363868825,0.43772725447253596,0.3233737197472009
TCGA-26-5135-01,TCGA.26.5135.01A.01R.1850.01,01,GBM,TCGA-26-5135,most upregulate TERT,Glioma,31.04837468092992,23.171769925646068,-1.8613989943562375,13.585669184673371,0.9403292842401553,0.21882601086178086
TCGA-06-5414-01,TCGA.06.5414.01A.01R.1849.01,01,GBM,TCGA-06-5414,IDH wild-type,Glioma,25.78360633353053,27.00091432811416,-6.9172229071600855,13.49836526349139,0.0880556946378709,0.35867926531446587
TCGA-06-0882-01,TCGA.06.0882.01A.01R.1849.01,01,GBM,TCGA-06-0882,IDH wild-type,Glioma,30.08342930671363,26.009804832601265,-4.587610114374495,13.526586299213474,0.6425027798238176,0.010349631435578533
TCGA-06-0745-01,TCGA.06.0745.01A.01R.1849.01,01,GBM,TCGA-06-0745,IDH wild-type,Glioma,29.006992612364176,28.285642209126003,-4.067171617950675,13.680897303467834,0.4748515134338385,0.10911295161063599
TCGA-06-0744-01,TCGA.06.0744.01A.01R.1849.01,01,GBM,TCGA-06-0744,IDH wild-type,Glioma,27.821791443539585,25.613945005350594,-4.679775056790166,13.619785840210412,0.48416977943701267,0.18024647032335211
TCGA-14-1829-01,TCGA.14.1829.01A.01R.1850.01,01,GBM,TCGA-14-1829,IDH wild-type,Glioma,27.525005308416066,29.35140326301991,-5.333418014271917,13.562983655580895,0.179680183123196,0.10881930720875986
TCGA-19-5960-01,TCGA.19.5960.01A.11R.1850.01,01,GBM,TCGA-19-5960,IDH wild-type,Glioma,29.049799744901534,24.696851388485264,-2.3632675248779993,13.696673065495292,0.7245732558656646,0.1436061642463398
TCGA-28-5218-01,TCGA.28.5218.01A.01R.1850.01,01,GBM,TCGA-28-5218,IDH wild-type,Glioma,4.576841576135652,12.598706212439364,-5.513573186588494,0.4691475358317873,0.8435118144181829,2.235721871989658
TCGA-12-1597-01,TCGA.12.1597.01B.01R.1849.01,01,GBM,TCGA-12-1597,most upregulate TERT,Glioma,33.75660415941096,21.201837486447978,-1.5270057190488295,13.498008366219935,1.3985560544640416,0.170301679869558
TCGA-16-0846-01,TCGA.16.0846.01A.01R.1850.01,01,GBM,TCGA-16-0846,IDH wild-type,Glioma,30.53626086563216,24.923400226763313,-3.494056028034441,13.662826162993165,0.8153656910497523,0.037140699455535775
TCGA-06-0132-01,TCGA.06.0132.01A.02R.1849.01,01,GBM,TCGA-06-0132,some upregulate TERT,Glioma,32.51220478934359,26.858612856229904,-4.21535358616603,13.503757732460324,0.7626237983203936,-0.06426099824134252
TCGA-32-5222-01,TCGA.32.5222.01A.01R.1850.01,01,GBM,TCGA-32-5222,IDH wild-type,Glioma,27.153343165514382,26.91960144749155,-5.058091513252932,13.65078736953972,0.2712254459816646,0.16967600173529399
TCGA-32-1970-01,TCGA.32.1970.01A.01R.1850.01,01,GBM,TCGA-32-1970,IDH wild-type,Glioma,29.163431785739892,25.533150348505757,-3.632080890414204,13.65652856746893,0.6242257187616943,0.09440712087068796
TCGA-41-2571-01,TCGA.41.2571.01A.01R.1850.01,01,GBM,TCGA-41-2571,most upregulate TERT,Glioma,31.16458187738057,24.85664134132496,-1.3856253353941166,13.689250414777394,0.9488946896490554,0.10852391954617313
TCGA-19-4065-02,TCGA.19.4065.02A.11R.2005.01,02,GBM,TCGA-19-4065,IDH wild-type,Glioma,32.54622596255703,26.80304054734551,-4.90472373108857,13.456772788845115,0.7671722718944497,-0.09039993386720355
TCGA-19-1390-01,TCGA.19.1390.01A.01R.1850.01,01,GBM,TCGA-19-1390,most upregulate TERT,Glioma,32.15584592599983,20.692524329922517,-0.7502510329432236,13.56831514895248,1.104915603849011,0.21402852810232195
TCGA-06-2565-01,TCGA.06.2565.01A.01R.1849.01,01,GBM,TCGA-06-2565,IDH wild-type,Glioma,26.310934165221646,26.26949452712324,-5.477405236990498,13.560123479049984,0.15901939284781882,0.2956501513291476
TCGA-06-2567-01,TCGA.06.2567.01A.01R.1849.01,01,GBM,TCGA-06-2567,IDH wild-type,Glioma,27.85453528061978,27.095143974971208,-3.2969168898758987,13.611950221893718,0.502573359681933,0.024969611486455996
TCGA-14-1034-01,TCGA.14.1034.01A.01R.1849.01,01,GBM,TCGA-14-1034,IDH wild-type,Glioma,26.428312252744192,26.786357634086972,-9.234057400819141,13.296909693575575,0.17651257183744873,0.46293130353417417
TCGA-06-0129-01,TCGA.06.0129.01A.01R.1849.01,01,GBM,TCGA-06-0129,TP53 mutations,Glioma,33.92486198509804,22.23133352275766,4.034030587935068,14.08166561392942,1.6544491722581243,-0.03604577221706219
TCGA-26-1442-01,TCGA.26.1442.01A.01R.1850.01,01,GBM,TCGA-26-1442,TP53 mutations,Glioma,37.24071264832648,23.558244289267826,3.7800700244620096,14.03741217131611,2.069021509013237,-0.3800128945153198
TCGA-76-4926-01,TCGA.76.4926.01B.01R.1850.01,01,GBM,TCGA-76-4926,IDH wild-type,Glioma,30.025489513103814,25.831938525765803,-4.270022971473896,13.621882297858921,0.6754264518547841,0.04587917559031556
TCGA-28-1753-01,TCGA.28.1753.01A.01R.1850.01,01,GBM,TCGA-28-1753,IDH wild-type,Glioma,29.059933954610237,28.457768586167557,-4.491074621616158,13.615042583866936,0.23036138008340418,0.1281576156815417
TCGA-06-0184-01,TCGA.06.0184.01A.01R.1849.01,01,GBM,TCGA-06-0184,IDH wild-type,Glioma,27.28320158201497,27.09221339601111,-4.5459286534459835,13.56268510431633,0.24834616452910083,0.16848714534689102
TCGA-28-2510-01,TCGA.28.2510.01A.01R.1850.01,01,GBM,TCGA-28-2510,some upregulate TERT,Glioma,41.35199570030332,22.206753920263388,-0.530085066377275,13.182378584761878,1.8345268489185669,-0.32833429051731167
TCGA-14-0781-01,TCGA.14.0781.01B.01R.1849.01,01,GBM,TCGA-14-0781,IDH wild-type,Glioma,27.25602962148405,28.703216238855347,-6.594770248246118,13.580057775115721,0.07530451345390937,0.16721920791913242
TCGA-32-1980-01,TCGA.32.1980.01A.01R.1850.01,01,GBM,TCGA-32-1980,some upregulate TERT,Glioma,32.6080990962631,26.689995389796742,-4.161733743828172,13.460050489165543,0.8143767634004779,-0.1146172577800936
TCGA-28-5209-01,TCGA.28.5209.01A.01R.1850.01,01,GBM,TCGA-28-5209,IDH wild-type,Glioma,26.242822353551123,25.757914825130154,-7.717954902443463,13.360162008928755,0.2314615382214288,0.43362071638042243
TCGA-26-5133-01,TCGA.26.5133.01A.01R.1850.01,01,GBM,TCGA-26-5133,TP53 mutations,Glioma,31.47481736533247,24.120366655585727,1.1518313061622416,13.86412737640543,1.117478797762046,0.07513732321629664
TCGA-27-2521-01,TCGA.27.2521.01A.01R.1850.01,01,GBM,TCGA-27-2521,TP53 mutations,Glioma,32.211091712898494,23.78900323160837,1.8050706822981637,13.959955217473809,1.3744509762545245,0.03347279989949345
TCGA-12-5295-01,TCGA.12.5295.01A.01R.1849.01,01,GBM,TCGA-12-5295,IDH wild-type,Glioma,25.232419081311722,25.960875984643195,-7.750221121184024,13.408928932969694,0.1267360065035565,0.43219315115190227
TCGA-19-1787-01,TCGA.19.1787.01B.01R.1850.01,01,GBM,TCGA-19-1787,IDH wild-type,Glioma,26.881624892285235,27.191424435411577,-3.2417528018881923,13.611142216703978,0.4177077515366175,0.08857690997221784
TCGA-06-5415-01,TCGA.06.5415.01A.01R.1849.01,01,GBM,TCGA-06-5415,IDH wild-type,Glioma,29.368193433823855,25.308259473809812,-3.9944573570891606,13.626589460907995,0.660301610013701,0.09967778764061307
TCGA-27-1832-01,TCGA.27.1832.01A.01R.1850.01,01,GBM,TCGA-27-1832,IDH wild-type,Glioma,30.405092164932675,27.593017715431706,-8.937327087283581,13.358815968873325,0.3331124144565738,0.19310578248281166
TCGA-27-1830-01,TCGA.27.1830.01A.01R.1850.01,01,GBM,TCGA-27-1830,IDH wild-type,Glioma,29.63558215190086,28.928869819300377,-5.526003367308238,13.58260432905593,0.37093660662153305,0.05838572083848387
TCGA-06-5416-01,TCGA.06.5416.01A.01R.1849.01,01,GBM,TCGA-06-5416,most upregulate TERT,Glioma,31.726718880687336,23.184595544489813,-1.484224387195001,13.636619493332438,0.9466034716203264,0.2179434222597888
TCGA-27-2526-01,TCGA.27.2526.01A.01R.1850.01,01,GBM,TCGA-27-2526,IDH wild-type,Glioma,25.096191131873503,25.846796928752944,-7.876160620570824,13.390628259572082,0.17066315616815292,0.41601207805532037
TCGA-19-4065-01,TCGA.19.4065.01A.01R.2005.01,01,GBM,TCGA-19-4065,IDH wild-type,Glioma,27.50523998072234,28.158255342928314,-6.10450637640893,13.576201855578592,0.12796496182199102,0.17502837920201023
TCGA-14-1823-01,TCGA.14.1823.01A.01R.1849.01,01,GBM,TCGA-14-1823,IDH wild-type,Glioma,27.924351122163667,27.589003684350985,-8.496718803268083,13.369771201218198,0.23392894466509523,0.2575652145142455
TCGA-06-5858-01,TCGA.06.5858.01A.01R.1849.01,01,GBM,TCGA-06-5858,IDH wild-type,Glioma,28.037379958198176,24.794340278393758,-9.573442559707503,13.399355618590988,0.40059092975090543,0.2604556673041609
TCGA-06-0219-01,TCGA.06.0219.01A.01R.1849.01,01,GBM,TCGA-06-0219,IDH wild-type,Glioma,30.563400378757382,26.722340688741713,-3.6360892812300523,13.580987102698662,0.7146992885554365,0.005947284169065027
TCGA-CR-7368-01,TCGA.CR.7368.01A.11R.2132.07,01,HNSC,TCGA-CR-7368,Atypical,Head and Neck,-18.118071239004045,-21.77305550260562,-7.830152315316204,-4.624332959037723,0.8316420175335218,-5.289141834915843
TCGA-CR-6480-01,TCGA.CR.6480.01A.11R.1873.07,01,HNSC,,,,-24.142344384545677,-12.784447204895176,-1.5844315616739653,-4.4049167037772845,0.25330479529992633,-5.284440489248526
TCGA-CN-6996-01,TCGA.CN.6996.01A.11R.1915.07,01,HNSC,,,,-21.537125853274393,-18.857196348461688,-13.35311399188719,-4.478682233575407,1.396768430017575,-4.600503556629033
TCGA-CQ-A4CH-01,TCGA.CQ.A4CH.01A.11R.A266.07,01,HNSC,,,,-22.8743163677477,-20.49783544991899,-15.06961920547966,-4.2091589513412995,1.3361861106116797,-4.402821431387461
TCGA-CR-7392-01,TCGA.CR.7392.01A.11R.2016.07,01,HNSC,TCGA-CR-7392,Mesenchymal,Head and Neck,-21.096479940140586,-18.779690815853247,-13.024600374692806,-4.5009728463202885,1.3527532655807168,-4.770433143476193
TCGA-CN-5374-01,TCGA.CN.5374.01A.01R.1436.07,01,HNSC,TCGA-CN-5374,Atypical,Head and Neck,-25.05902535314735,-12.07885898037302,-2.9121664587372678,-4.307482801619982,-0.03518775143778139,-5.010116257241922
TCGA-HD-7917-01,TCGA.HD.7917.01A.11R.2232.07,01,HNSC,,,,-17.526664698208485,-20.92117564440676,-9.268904375078463,-4.719873637486741,1.0151151693736657,-5.135417284458775
TCGA-CV-6441-01,TCGA.CV.6441.01A.11R.1686.07,01,HNSC,TCGA-CV-6441,Atypical,Head and Neck,-21.696430757083704,-16.660439493016206,-8.867457770619234,-4.21375020833572,0.9432035438950143,-4.881864683719483
TCGA-CQ-A4C6-01,TCGA.CQ.A4C6.01A.11R.A24Z.07,01,HNSC,,,,-22.60530730468026,-20.45906291786138,-15.15891807559899,-4.286394278946905,1.4325600033212953,-4.3974665114141995
TCGA-CV-6943-11,TCGA.CV.6943.11A.01R.1915.07,11,HNSC,,,,-13.742620991984277,-21.43471853623691,-7.879688134082998,-5.15229535125959,0.9273053844933224,-5.095731958400069
TCGA-CV-7427-01,TCGA.CV.7427.01A.11R.2081.07,01,HNSC,TCGA-CV-7427,Basal,Head and Neck,-20.506089805879014,-21.768681891308894,-16.165530970679953,-4.537586593927474,1.1653399557151762,-4.302260489454719
TCGA-HD-A6I0-01,TCGA.HD.A6I0.01A.11R.A31N.07,01,HNSC,,,,-21.41694385459038,-21.788047560279413,-16.91517413352311,-4.477167961612494,1.2016752216535542,-4.281364277822127
TCGA-CR-7388-01,TCGA.CR.7388.01A.11R.2016.07,01,HNSC,TCGA-CR-7388,Atypical,Head and Neck,-19.730476842749272,-22.038417272899032,-5.443292864300668,-4.37987947668999,1.038734316930233,-5.52692203396728
TCGA-H7-A6C5-11,TCGA.H7.A6C5.11A.11R.A30B.07,11,HNSC,,,,-15.822145232823894,-21.484759062337684,-4.901884805398995,-4.838773632380679,0.8229829936537973,-5.461642827890498
TCGA-BA-A4IG-01,TCGA.BA.A4IG.01A.11R.A266.07,01,HNSC,,,,-24.46747208492164,-13.17924125941269,-2.785152235321433,-4.465247424474396,0.4666120302875109,-5.323416793852953
TCGA-CR-5250-01,TCGA.CR.5250.01A.01R.1514.07,01,HNSC,TCGA-CR-5250,Atypical,Head and Neck,-25.312099292519925,-13.056794379776527,-0.5367183742896845,-4.28003700242047,0.18054360353814267,-5.467729331723654
TCGA-CN-4741-01,TCGA.CN.4741.01A.01R.1436.07,01,HNSC,TCGA-CN-4741,Atypical,Head and Neck,-18.356348631092093,-22.31158315600594,-7.885379186833243,-4.507604527054596,0.9749124698920035,-5.3459158959914435
TCGA-KU-A66S-01,TCGA.KU.A66S.01A.21R.A30B.07,01,HNSC,,,,-14.960720772185418,-20.979443304626272,6.8049810772679376,-3.9238878118177123,1.0988415281517268,-5.9393906215080206
TCGA-MZ-A5BI-01,TCGA.MZ.A5BI.01A.31R.A34R.07,01,HNSC,,,,-18.38152698417933,-23.040379886527138,-7.319294775923357,-4.43921824867982,0.7793829174206792,-5.416843445159594
TCGA-CR-7402-01,TCGA.CR.7402.01A.11R.2016.07,01,HNSC,TCGA-CR-7402,Atypical,Head and Neck,-17.892031554341283,-20.97826931609053,-7.441162021703138,-4.707572827307487,0.9344003537900171,-5.3041905316412565
TCGA-CV-7263-01,TCGA.CV.7263.01A.11R.2016.07,01,HNSC,TCGA-CV-7263,Mesenchymal,Head and Neck,-19.423179411810885,-18.34524266794219,-13.29718218598828,-4.531552612328701,1.3704100560107428,-4.793006388135468
TCGA-CV-7255-01,TCGA.CV.7255.01A.11R.2016.07,01,HNSC,TCGA-CV-7255,Basal,Head and Neck,-19.85545581873627,-19.82891191653565,-11.253649883718008,-4.597806394425809,1.212155092415833,-4.882787540827196
TCGA-CR-5247-01,TCGA.CR.5247.01A.01R.2016.07,01,HNSC,TCGA-CR-5247,Classical,Head and Neck,-18.500756499029443,-18.3140346477908,-13.083870788908042,-4.512296894494126,1.284645874706486,-4.703158543257331
TCGA-D6-6826-01,TCGA.D6.6826.01A.11R.1915.07,01,HNSC,TCGA-D6-6826,Mesenchymal,Head and Neck,-19.708288995671026,-20.33080417983236,-9.053105125548507,-4.58406059173595,1.024996101333919,-5.252404558628549
TCGA-CN-6988-01,TCGA.CN.6988.01A.11R.1915.07,01,HNSC,TCGA-CN-6988,Atypical,Head and Neck,-17.001793137130218,-21.084186116565167,-9.601004395344333,-4.780924059919702,1.0217137957478821,-5.15358541085194
TCGA-CQ-6224-01,TCGA.CQ.6224.01A.11R.1915.07,01,HNSC,TCGA-CQ-6224,Mesenchymal,Head and Neck,-24.39018228049621,-18.729879529526904,-14.380082608409875,-4.1497552587049755,1.4718958543042573,-4.601349052983712
TCGA-CV-7178-11,TCGA.CV.7178.11A.01R.2016.07,11,HNSC,,,,-15.413361193271895,-19.618681275088157,-3.771699869743377,-4.86920072322353,0.8565238645510602,-5.4284946031421075
TCGA-CR-6470-01,TCGA.CR.6470.01A.11R.1873.07,01,HNSC,TCGA-CR-6470,Atypical,Head and Neck,-25.269065212985584,-13.35306648526452,-0.808234002687579,-4.161656661919943,0.21711719048738565,-5.5314904872248
TCGA-CN-A642-01,TCGA.CN.A642.01A.12R.A30B.07,01,HNSC,,,,-24.603968266412444,-19.570632332355054,-16.192934122015988,-4.128677090342323,1.3746398198246665,-4.423107131588955
TCGA-UF-A71A-06,TCGA.UF.A71A.06A.11R.A39I.07,06,HNSC,,,,-23.221739967461296,-24.170809051784055,-5.374095296418708,-4.244808615993424,1.3486384616641116,-5.8398347964363895
TCGA-KU-A6H7-06,TCGA.KU.A6H7.06A.21R.A31N.07,06,HNSC,,,,-25.741503573196496,-12.689034576167506,-0.20716259459761502,-4.23085930452081,0.13807670880489675,-5.4564797064145125
TCGA-F7-A620-01,TCGA.F7.A620.01A.11R.A28V.07,01,HNSC,,,,-21.337285498235303,-20.355584758090203,-14.83445336589043,-4.405358133018085,1.4048919856759126,-4.417767537922116
TCGA-CV-6951-01,TCGA.CV.6951.01A.11R.1915.07,01,HNSC,TCGA-CV-6951,Classical,Head and Neck,-20.85362235212326,-24.349026006319068,-5.984005693085877,-4.4097271231402875,1.1989091065351374,-5.5362738866870975
TCGA-BB-7866-01,TCGA.BB.7866.01A.11R.2232.07,01,HNSC,,,,-25.103579984411507,-12.923059435313496,-0.8192864824653411,-4.253381660498236,0.1894363671905761,-5.48477936496059
TCGA-CV-7242-01,TCGA.CV.7242.01A.11R.2016.07,01,HNSC,TCGA-CV-7242,Atypical,Head and Neck,-17.15635783165027,-21.500691219973405,-5.707455695101095,-4.8047391731524876,0.880399036003357,-5.411020802955659
TCGA-CV-7423-01,TCGA.CV.7423.01A.11R.2081.07,01,HNSC,TCGA-CV-7423,Basal,Head and Neck,-21.57342426141935,-21.579822077704023,-14.797611168299834,-4.450879462972763,1.2712084273016764,-4.491744472648021
TCGA-CV-A464-01,TCGA.CV.A464.01A.11R.A266.07,01,HNSC,,,,-22.85238332615454,-18.695489683315152,-13.917506396795266,-4.2926545425050495,1.4638914891210992,-4.592241872147209
TCGA-UF-A7JH-01,TCGA.UF.A7JH.01A.21R.A34R.07,01,HNSC,,,,-19.420194795593023,-18.59406130894135,-13.250814535944613,-4.543168692078638,1.3364265132874196,-4.68717127479959
TCGA-BA-5149-01,TCGA.BA.5149.01A.01R.1514.07,01,HNSC,TCGA-BA-5149,Basal,Head and Neck,-23.238908457599155,-20.752875736925326,-15.391244364700212,-4.234218386898136,1.2848250200227118,-4.464105782206238
TCGA-CR-7383-01,TCGA.CR.7383.01A.11R.2132.07,01,HNSC,TCGA-CR-7383,Mesenchymal,Head and Neck,-22.864906704180374,-18.801950825636496,-12.072922091824827,-4.318164045354586,1.4378091490709048,-4.871186804585886
TCGA-UF-A7JD-01,TCGA.UF.A7JD.01A.11R.A34R.07,01,HNSC,,,,-26.31396469012529,-18.844575661930172,-12.372450080045137,-3.9996276918960953,1.4212953025376385,-4.8272837722032245
TCGA-CN-4738-01,TCGA.CN.4738.01A.02R.1514.07,01,HNSC,TCGA-CN-4738,Atypical,Head and Neck,-17.12359519822502,-21.230964952594274,-6.419000756314293,-4.817105945876218,0.8643782606829357,-5.383683017577545
TCGA-CN-A49B-01,TCGA.CN.A49B.01A.31R.A24H.07,01,HNSC,,,,-21.849807271587146,-22.071745708592523,-11.847214442731177,-4.310543442438826,0.9517391210334722,-4.802940797910659
TCGA-F7-A50I-01,TCGA.F7.A50I.01A.11R.A28V.07,01,HNSC,,,,-17.347580416506048,-21.323811749461044,-6.8132124419824285,-4.742537364419111,0.8803832823922325,-5.314406110449043
TCGA-CV-6939-01,TCGA.CV.6939.01A.11R.1915.07,01,HNSC,TCGA-CV-6939,Atypical,Head and Neck,-17.117931366146383,-20.9652961641488,-5.920024745065268,-4.740561329735138,0.7994519340166988,-5.430180360633588
TCGA-CN-A49A-01,TCGA.CN.A49A.01A.11R.A24H.07,01,HNSC,,,,-22.45569154973587,-22.867652130222087,-6.92660929364904,-4.287382029117725,1.2340497542802147,-5.315473168546584
TCGA-CV-7238-01,TCGA.CV.7238.01A.11R.2016.07,01,HNSC,TCGA-CV-7238,Mesenchymal,Head and Neck,-21.772321434207992,-18.739870016885682,-12.592876586396198,-4.393604826533754,1.4297149248995507,-4.750598190542711
TCGA-MT-A67D-01,TCGA.MT.A67D.01A.31R.A30B.07,01,HNSC,,,,-17.280397709181052,-21.05518045133942,-7.757335156470191,-4.803910994427596,0.9788164578882109,-5.2758468273623755
TCGA-CV-6942-01,TCGA.CV.6942.01A.21R.2016.07,01,HNSC,TCGA-CV-6942,Mesenchymal,Head and Neck,-22.921341475436343,-18.529472805472885,-11.398447054062608,-4.299914892997046,1.3513038270225461,-4.906984103972591
TCGA-CN-6998-01,TCGA.CN.6998.01A.23R.2016.07,01,HNSC,TCGA-CN-6998,Basal,Head and Neck,-21.683561752449386,-20.983992365196475,-15.651408803233734,-4.453172337223234,1.2666368647995303,-4.28287533235696
TCGA-DQ-5631-01,TCGA.DQ.5631.01A.01R.1873.07,01,HNSC,TCGA-DQ-5631,Mesenchymal,Head and Neck,-25.09581397629538,-19.15951419213168,-14.774360871630288,-4.082547254651207,1.4270907675300404,-4.550946084412548
TCGA-D6-A6EM-01,TCGA.D6.A6EM.01A.21R.A31N.07,01,HNSC,,,,-23.196982294895346,-17.85418898697811,-15.21369580821409,-4.353149495164776,1.4388021288676327,-4.502086968856622
TCGA-F7-8298-01,TCGA.F7.8298.01A.11R.2403.07,01,HNSC,,,,-24.222568890061133,-19.644017464691924,-12.358361189776303,-4.079572980115472,1.3830348152342495,-4.768477378807971
TCGA-CQ-6223-01,TCGA.CQ.6223.01A.11R.1915.07,01,HNSC,TCGA-CQ-6223,Basal,Head and Neck,-19.823907170058234,-22.530521928742992,-14.971024486022921,-4.591517098677431,1.1742539817162743,-4.493316656096145
TCGA-CV-7103-01,TCGA.CV.7103.01A.21R.2016.07,01,HNSC,TCGA-CV-7103,Classical,Head and Neck,-24.558454102955164,-24.07237491790616,-5.208652782072553,-4.262902599630238,1.4522034192768778,-5.561452348793933
TCGA-CV-6962-11,TCGA.CV.6962.11A.01R.1915.07,11,HNSC,,,,-14.2368783078919,-21.68268246578412,-7.501273102872685,-5.1519166687799824,0.8853338793293677,-5.17484848337307
TCGA-CR-7374-01,TCGA.CR.7374.01A.11R.2016.07,01,HNSC,TCGA-CR-7374,Atypical,Head and Neck,-19.89588908714679,-22.079269817469154,-4.903426724641348,-4.300851767667821,1.0582380803865687,-5.726261351952928
TCGA-CX-7086-01,TCGA.CX.7086.01A.11R.2081.07,01,HNSC,TCGA-CX-7086,Atypical,Head and Neck,-18.07869154121895,-22.672957868242563,-10.810823552556064,-4.632417614436835,1.0786193854168968,-5.075586017600312
